TITLE     = ""
VARIABLES = "V1"
"V2"
"V3"
"V4"
"V5"
"V6"
"V7"
"V8"
ZONE T="ZONE 002"
 STRANDID=0, SOLUTIONTIME=0
 I=12672, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 2.419041991E-001 6.856273860E-002 1.087950892E-003 1.606139984E+002 1.177511573E+000 1.799603701E+000 2.531598568E+000 3.081972338E-002
 2.419041991E-001 6.849370152E-002 3.262757091E-003 1.555530701E+002 1.177013755E+000 3.064754307E-001 3.098008871E+000 1.355719715E-001
 2.419041991E-001 6.835569441E-002 5.434277933E-003 1.532631378E+002 1.177408695E+000 -2.455128431E-001 3.001158953E+000 3.049418926E-001
 2.419041991E-001 6.814886630E-002 7.600327022E-003 1.572649994E+002 1.177476287E+000 -4.963450730E-001 2.664509773E+000 4.982585013E-001
 2.419041991E-001 6.787341088E-002 9.758722968E-003 1.519915009E+002 1.177411556E+000 -5.758844614E-001 2.482959986E+000 6.032817960E-001
 2.419041991E-001 6.752961129E-002 1.190729346E-002 1.442447662E+002 1.177325964E+000 -6.378660798E-001 2.296608686E+000 7.199518681E-001
 2.419041991E-001 6.711782515E-002 1.404387318E-002 1.332713013E+002 1.177222013E+000 -7.056288719E-001 2.114127636E+000 8.693650961E-001
 2.419041991E-001 6.663844734E-002 1.616631262E-002 1.210077057E+002 1.177098274E+000 -7.595794797E-001 1.907944441E+000 1.057286978E+000
 2.419041991E-001 6.609197706E-002 1.827247441E-002 1.207886429E+002 1.177098155E+000 -7.606197000E-001 1.907515407E+000 1.061380506E+000
 2.419041991E-001 6.547895074E-002 2.036023699E-002 9.940483093E+001 1.176894903E+000 -7.571487427E-001 1.590234995E+000 1.131922722E+000
 2.419041991E-001 6.480000168E-002 2.242749743E-002 9.903284454E+001 1.176893592E+000 -7.578632236E-001 1.588019371E+000 1.136220217E+000
 2.419041991E-001 6.405579299E-002 2.447217703E-002 1.016718979E+002 1.176915765E+000 -7.732538581E-001 1.615128040E+000 1.248326063E+000
 2.419041991E-001 6.324709207E-002 2.649221383E-002 7.513090515E+001 1.176652312E+000 -7.274801135E-001 1.208153963E+000 1.292114258E+000
 2.419041991E-001 6.237471104E-002 2.848557569E-002 7.399603271E+001 1.176641703E+000 -7.318813801E-001 1.193436265E+000 1.329930425E+000
 2.419041991E-001 6.143951789E-002 3.045025468E-002 7.329534149E+001 1.176637888E+000 -7.324808836E-001 1.187813759E+000 1.334453702E+000
 2.419041991E-001 6.044246256E-002 3.238427266E-002 4.368677521E+001 1.176335812E+000 -6.720833778E-001 7.318925261E-001 1.313087344E+000
 2.419041991E-001 5.938454717E-002 3.428568318E-002 4.279611206E+001 1.176328182E+000 -6.736382246E-001 7.214999795E-001 1.326813221E+000
 2.419041991E-001 5.826683342E-002 3.615257144E-002 3.922340012E+001 1.176295519E+000 -6.745421886E-001 6.790744662E-001 1.373208642E+000
 2.419041991E-001 5.709045380E-002 3.798305616E-002 3.667756271E+001 1.176267147E+000 -6.793388724E-001 6.409705877E-001 1.454070330E+000
 2.419041991E-001 5.585658550E-002 3.977529705E-002 3.286488342E+001 1.176225901E+000 -6.795992255E-001 5.870476365E-001 1.502474904E+000
 2.419041991E-001 5.456647649E-002 4.152748361E-002 8.106971741E+000 1.175959349E+000 -5.965573788E-001 1.882187873E-001 1.219300270E+000
 2.419041991E-001 5.322142318E-002 4.323785752E-002 4.963432312E+000 1.175917268E+000 -5.937519670E-001 1.333680749E-001 1.245351076E+000
 2.419041991E-001 5.182278156E-002 4.490469769E-002 -7.059618235E-001 1.175867915E+000 -5.913999081E-001 7.157913595E-002 1.286625028E+000
 2.419041991E-001 5.037195981E-002 4.652631655E-002 -1.066184044E+000 1.175841451E+000 -5.883558393E-001 3.478926048E-002 1.294864416E+000
 2.419041991E-001 4.887041450E-002 4.810109362E-002 -6.571455002E+000 1.175766945E+000 -5.821495652E-001 -6.183930859E-002 1.337232471E+000
 2.419041991E-001 4.731966183E-002 4.962743446E-002 -1.399987698E+001 1.175668836E+000 -5.734111071E-001 -1.877977997E-001 1.382948518E+000
 2.419041991E-001 4.572126269E-002 5.110380426E-002 -3.804434967E+001 1.175494075E+000 -4.907915592E-001 -4.403582811E-001 1.016631603E+000
 2.419041991E-001 4.407682642E-002 5.252871662E-002 -3.228286362E+001 1.175504446E+000 -4.763878882E-001 -4.422745407E-001 9.368195534E-001
 2.419041991E-001 4.238800704E-002 5.390073732E-002 -3.289402008E+001 1.175491810E+000 -4.667563438E-001 -4.558858275E-001 9.112223983E-001
 2.419041991E-001 4.065650702E-002 5.521848425E-002 -4.292942047E+001 1.175443769E+000 -4.569957554E-001 -5.133882165E-001 9.080244899E-001
 2.419041991E-001 3.888406977E-002 5.648063123E-002 -4.763305283E+001 1.175385475E+000 -4.462189674E-001 -5.868849754E-001 8.956748247E-001
 2.419041991E-001 3.707247972E-002 5.768590420E-002 -6.959877014E+001 1.175304890E+000 -4.304455817E-001 -6.857118607E-001 8.544458151E-001
 2.419041991E-001 3.522356227E-002 5.883309618E-002 -7.732765198E+001 1.175213933E+000 -4.110667706E-001 -7.973715067E-001 7.987266183E-001
 2.419041991E-001 3.333917633E-002 5.992104858E-002 -8.089623260E+001 1.175148726E+000 -3.933203816E-001 -8.786008358E-001 7.338804007E-001
 2.419041991E-001 3.142121807E-002 6.094866246E-002 -8.239597321E+001 1.175098181E+000 -3.762469590E-001 -9.440838099E-001 6.673570275E-001
 2.419041991E-001 2.947162464E-002 6.191490591E-002 -8.388587952E+001 1.175049543E+000 -3.575123847E-001 -1.006905198E+000 5.990691185E-001
 2.419041991E-001 2.749235556E-002 6.281881034E-002 -8.496977234E+001 1.175014019E+000 -3.418301940E-001 -1.052790999E+000 5.442281365E-001
 2.419041991E-001 2.548540197E-002 6.365945935E-002 -8.629131317E+001 1.174973726E+000 -3.221967816E-001 -1.104290605E+000 4.778230190E-001
 2.419041991E-001 2.345278859E-002 6.443601102E-002 -8.750528717E+001 1.174936533E+000 -3.013132513E-001 -1.151883602E+000 4.089114368E-001
 2.419041991E-001 2.139656059E-002 6.514767557E-002 -8.859158325E+001 1.174902320E+000 -2.792418599E-001 -1.195251584E+000 3.375965953E-001
 2.419041991E-001 1.931878738E-002 6.579374522E-002 -8.953713226E+001 1.174871325E+000 -2.560525537E-001 -1.234199524E+000 2.641329765E-001
 2.419041991E-001 1.722156070E-002 6.637356430E-002 -9.075091553E+001 1.174830914E+000 -2.192609012E-001 -1.284998059E+000 1.509183347E-001
 2.419041991E-001 1.510699466E-002 6.688655168E-002 -8.350217438E+001 1.174943089E+000 -2.230105400E-001 -1.149295449E+000 1.131610423E-001
 2.419041991E-001 1.297721639E-002 6.733219326E-002 -7.704209137E+001 1.175001502E+000 -1.841347963E-001 -1.079834104E+000 -4.240001738E-002
 2.419041991E-001 1.083437167E-002 6.771003455E-002 -6.683073425E+001 1.175115108E+000 -1.608780324E-001 -9.517630339E-001 -1.605402082E-001
 2.419041991E-001 8.680617437E-003 6.801969558E-002 -6.662864685E+001 1.175103545E+000 -1.317008436E-001 -9.650836587E-001 -2.368317693E-001
 2.419041991E-001 6.518122740E-003 6.826087087E-002 -6.641454315E+001 1.175098896E+000 -1.121120378E-001 -9.701613784E-001 -2.879640162E-001
 2.419041991E-001 4.349065013E-003 6.843331456E-002 -6.615023041E+001 1.175096512E+000 -9.259705991E-002 -9.724774957E-001 -3.390526474E-001
 2.419041991E-001 2.175627742E-003 6.853684783E-002 -6.581634521E+001 1.175096273E+000 -7.159514725E-002 -9.719550014E-001 -3.940832913E-001
 2.419041991E-001 0.000000000E+000 6.857136637E-002 -6.525747681E+001 1.175099850E+000 -4.465400800E-002 -9.661677480E-001 -4.655498862E-001
 2.419041991E-001 -2.175627742E-003 6.853684783E-002 -6.469997406E+001 1.175105214E+000 -2.424413897E-002 -9.586214423E-001 -5.181794763E-001
 2.419041991E-001 -4.349065013E-003 6.843331456E-002 -6.399199677E+001 1.175112367E+000 -5.760259926E-003 -9.486567974E-001 -5.658147335E-001
 2.419041991E-001 -6.518122740E-003 6.826087087E-002 -6.310729218E+001 1.175121903E+000 1.237681415E-002 -9.359861612E-001 -6.122258306E-001
 2.419041991E-001 -8.680617437E-003 6.801969558E-002 -6.146995926E+001 1.175139904E+000 3.882178292E-002 -9.121627808E-001 -6.790561080E-001
 2.419041991E-001 -1.083437167E-002 6.771003455E-002 -6.020872498E+001 1.175153971E+000 5.600420758E-002 -8.937022686E-001 -7.217286825E-001
 2.419041991E-001 -1.297721639E-002 6.733219326E-002 -5.880014038E+001 1.175169706E+000 7.271488756E-002 -8.730018139E-001 -7.625663877E-001
 2.419041991E-001 -1.510699466E-002 6.688655168E-002 -6.325637436E+001 1.175107598E+000 7.981752604E-002 -9.438584447E-001 -7.680139542E-001
 2.419041991E-001 -1.722156070E-002 6.637356430E-002 -6.073180008E+001 1.175137281E+000 1.124810427E-001 -9.046670794E-001 -8.505938649E-001
 2.419041991E-001 -1.931878738E-002 6.579374522E-002 -5.788845825E+001 1.175170779E+000 1.404677331E-001 -8.608242869E-001 -9.191493392E-001
 2.419041991E-001 -2.139656059E-002 6.514767557E-002 -5.738575363E+001 1.175165772E+000 2.011712641E-001 -8.574660420E-001 -1.063082576E+000
 2.419041991E-001 -2.345278859E-002 6.443601102E-002 -5.533559418E+001 1.175184608E+000 2.469938546E-001 -8.247615099E-001 -1.161536098E+000
 2.419041991E-001 -2.548540197E-002 6.365945935E-002 -5.098509216E+001 1.175235987E+000 2.673274875E-001 -7.589762211E-001 -1.197348952E+000
 2.419041991E-001 -2.749235556E-002 6.281881034E-002 -5.229089737E+001 1.175212741E+000 3.099208474E-001 -7.770575881E-001 -1.298821568E+000
 2.419041991E-001 -2.947162464E-002 6.191490591E-002 -4.815194702E+001 1.175263166E+000 3.262503743E-001 -7.127108574E-001 -1.323764682E+000
 2.419041991E-001 -3.142121807E-002 6.094866246E-002 -4.452940369E+001 1.175307274E+000 3.396528363E-001 -6.565404534E-001 -1.341459155E+000
 2.419041991E-001 -3.333917633E-002 5.992104858E-002 -4.091514969E+001 1.175350904E+000 3.520475626E-001 -6.003315449E-001 -1.355024457E+000
 2.419041991E-001 -3.522356227E-002 5.883309618E-002 -3.526823425E+001 1.175412416E+000 3.684822023E-001 -5.237919092E-001 -1.363541484E+000
 2.419041991E-001 -3.707247972E-002 5.768590420E-002 -2.923620415E+001 1.175477028E+000 3.824256659E-001 -4.424739778E-001 -1.352064848E+000
 2.419041991E-001 -3.888406977E-002 5.648063123E-002 -2.676134300E+001 1.175517440E+000 3.941789567E-001 -3.906682134E-001 -1.340551138E+000
 2.419041991E-001 -4.065650702E-002 5.521848425E-002 -2.406704330E+001 1.175552726E+000 3.934012949E-001 -3.494786620E-001 -1.330160975E+000
 2.419041991E-001 -4.238800704E-002 5.390073732E-002 -2.214383507E+001 1.175578356E+000 3.935734928E-001 -3.191391528E-001 -1.321861625E+000
 2.419041991E-001 -4.407682642E-002 5.252871662E-002 -1.980434418E+001 1.175607085E+000 3.933982849E-001 -2.851228118E-001 -1.310260296E+000
 2.419041991E-001 -4.572126269E-002 5.110380426E-002 -1.755363655E+001 1.175634742E+000 3.921265602E-001 -2.523008585E-001 -1.292532444E+000
 2.419041991E-001 -4.731966183E-002 4.962743446E-002 -1.206432915E+001 1.175683260E+000 4.207075536E-001 -1.876188964E-001 -1.299610496E+000
 2.419041991E-001 -4.887041450E-002 4.810109362E-002 -3.076290846E+000 1.175797224E+000 5.335898399E-001 -2.053989330E-003 -1.452851415E+000
 2.419041991E-001 -5.037195981E-002 4.652631655E-002 -1.753287911E+000 1.175818682E+000 5.294308662E-001 2.466084249E-002 -1.430138111E+000
 2.419041991E-001 -5.182278156E-002 4.490469769E-002 7.176756859E-002 1.175842881E+000 5.219223499E-001 5.351825804E-002 -1.387416363E+000
 2.419041991E-001 -5.322142318E-002 4.323785752E-002 1.211125970E+000 1.175860524E+000 5.170729756E-001 7.530415803E-002 -1.362518907E+000
 2.419041991E-001 -5.456647649E-002 4.152748361E-002 1.803670406E+000 1.175870895E+000 5.105191469E-001 8.732542396E-002 -1.333100557E+000
 2.419041991E-001 -5.585658550E-002 3.977529705E-002 2.808296442E+000 1.175883532E+000 5.082945228E-001 1.030529514E-001 -1.313712001E+000
 2.419041991E-001 -5.709045380E-002 3.798305616E-002 1.828997421E+001 1.176037550E+000 6.331364512E-001 3.497657478E-001 -1.311520576E+000
